TF_id,num_TFHit_input,inputRatio,bgRatio,pvalue,odds_ratio,padj,qvalue,rank,symbol,fullname,Second
AT4G39070,53,53/920,604/31393,1.6771414399653903e-12,3.3194335636773094,1.9236812316403025e-9,2.0964267999567374e-12,266,BBX20,B-box domain protein 20,"BZS1--BZS1,   STH7--SALT TOLERANCE HOMOLOG 7"
AT5G42780,56,56/920,663/31393,1.8122130741322394e-12,3.1888276200498895,2.0767961829555466e-9,2.256782199059811e-12,267,AtHB27,homeobox protein 27,"HB27--homeobox protein 27,   ZHD13--ZINC FINGER HOMEODOMAIN 13"
AT2G45050,82,82/920,1211/31393,2.0088935117522816e-12,2.5430579444511845,2.3001830709563623e-9,2.4923772114090808e-12,268,GATA2,GATA transcription factor 2,NA
AT5G62380,132,132/920,2414/31393,2.2367468509524087e-12,2.069328810687719,2.5588383974895558e-9,2.764752148482066e-12,269,ANAC101,NAC-domain protein 101,"NAC101--NAC-domain protein 101,   VND6--VASCULAR-RELATED NAC-DOMAIN 6"
AT2G01570,42,42/920,409/31393,2.387114959679643e-12,3.9238813193683897,2.7284723989138318e-9,2.939687867012893e-12,270,RGA,REPRESSOR OF GA,"RGA1--REPRESSOR OF GA1-3 1,   RGA24--repressor of GA"
AT4G34990,75,75/920,1061/31393,2.3998587427810655e-12,2.654220100092184,2.7406386842559767e-9,2.944476132747986e-12,271,AtMYB32,myb domain protein 32,MYB32--myb domain protein 32
AT3G04060,138,138/920,2576/31393,2.8632769368180366e-12,2.0292142594349056,3.26699898490938e-9,3.5001455201911657e-12,272,anac046,NAC domain containing protein 46,NAC046--NAC domain containing protein 46
AT5G18270,134,134/920,2476/31393,3.07465119695529e-12,2.047708939285992,3.5051023645290306e-9,3.744767483471186e-12,273,ANAC087,Arabidopsis NAC domain containing protein 87,NA
AT2G41070,53,53/920,616/31393,3.5723824430741795e-12,3.247379389996641,4.06894360266149e-9,4.3350991325626444e-12,274,ATBZIP12,NA,"DPBF4--NA,   EEL--ENHANCED EM LEVEL"
AT3G24520,110,110/920,1882/31393,3.638749997981693e-12,2.1994842353171666,4.140897497703166e-9,4.399579543014228e-12,275,AT-HSFC1,NA,HSFC1--heat shock transcription factor  C1
AT4G24470,142,142/920,2694/31393,4.2846573753446546e-12,1.9968721735608983,4.871655435766872e-9,5.161770207616295e-12,276,AtTIFY1,NA,"GATA25--GATA TRANSCRIPTION FACTOR 25,   TIFY1--NA,   ZIM--Zinc-finger protein expressed in Inflorescence Meristem"
AT1G19850,94,94/920,1505/31393,4.3791024715169436e-12,2.343995990881563,4.974660407643248e-9,5.256503869239652e-12,277,ARF5,AUXIN RESPONSE FACTOR 5,"IAA24--indole-3-acetic acid inducible 24,   MP--MONOPTEROS"
AT2G44910,46,46/920,488/31393,4.39804509621961e-12,3.5755165341771207,4.991781184209258e-9,5.2602517787518705e-12,278,ATHB-4,ARABIDOPSIS THALIANA HOMEOBOX-LEUCINE ZIPPER PROTEIN 4,"ATHB4--homeobox-leucine zipper protein 4,   HB4--homeobox-leucine zipper protein 4"
AT1G13960,112,112/920,1938/31393,4.584846176955342e-12,2.1745493420137145,5.199215564667358e-9,5.464019189382262e-12,279,WRKY4,WRKY DNA-binding protein 4,NA
AT1G68130,34,34/920,285/31393,4.839909263493464e-12,4.619837212444149,5.483617195538095e-9,5.7473922503984885e-12,280,AtIDD14,indeterminate(ID)-domain 14,"IDD14--indeterminate(ID)-domain 14,   IDD14alpha--NA,   IDD14beta--NA"
AT4G31680,39,39/920,369/31393,6.013099867983797e-12,4.043216391481993,6.806829050557659e-9,7.115144861582251e-12,281,NA,NA,NA
AT1G13300,106,106/920,1801/31393,6.219780326352718e-12,2.210785871510636,7.034571549104924e-9,7.333606235859144e-12,282,AtNIGT1,NA,"HRS1--HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT  SHORTENING 1,   NIGT1.4--NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW Pi-ELICITED PRIMARY ROOT SHORTENING 1.4"
AT2G27050,63,63/920,826/31393,6.246844926143423e-12,2.8622782878367206,7.058934766542068e-9,7.33949094679395e-12,283,AtEIL1,NA,EIL1--ETHYLENE-INSENSITIVE3-like 1
AT5G16600,92,92/920,1469/31393,6.519837636406916e-12,2.34752041992875,7.360896691503407e-9,7.633260613046828e-12,284,AtMYB43,myb domain protein 43,MYB43--myb domain protein 43
AT3G12250,130,130/920,2402/31393,6.849293323026655e-12,2.042491186521544,7.726002868374066e-9,7.990842210197763e-12,285,BZIP45,NA,TGA6--TGACG motif-binding factor 6
AT3G24050,114,114/920,2005/31393,8.036075328090514e-12,2.1377481050298184,9.056656894758009e-9,9.342640023042293e-12,286,GATA1,GATA transcription factor 1,NA
AT2G40970,89,89/920,1405/31393,8.10200549386176e-12,2.3727389404690857,9.122858186088342e-9,9.38646977947399e-12,287,MYBC1,NA,NA
AT3G50410,141,141/920,2696/31393,9.08483164933085e-12,1.9777347587585614,1.0220435605497206e-8,1.0488564317369818e-11,288,DOF3.4,DOF protein 3.4,OBP1--OBF binding protein 1
AT3G15510,137,137/920,2594/31393,9.562739786482701e-12,1.995036151568557,1.0748519520006556e-8,1.1002114114205875e-11,289,ANAC056,Arabidopsis NAC domain containing protein 56,"ATNAC2--NAC domain containing protein  2,   NAC2--NAC domain containing protein  2,   NARS1--NAC-REGULATED SEED MORPHOLOGY 1"
AT2G33710,154,154/920,3044/31393,1.0519921041510221e-11,1.9188410234627207,1.1813871329615979e-8,1.2061633607938442e-11,290,NA,NA,NA
AT4G01120,69,69/920,965/31393,1.134022292443649e-11,2.676353616285243,1.2723730121217742e-8,1.295747121091111e-11,291,ATBZIP54,BASIC REGION/LEUCINE ZIPPER MOTIF 5,GBF2--G-box binding factor 2
AT4G25470,105,105/920,1800/31393,1.3404167613006577e-11,2.187275628366747,1.5026071894180374e-8,1.5263307299057144e-11,292,ATCBF2,NA,"CBF2--C-repeat/DRE binding factor 2,   DREB1C--DRE/CRT-BINDING PROTEIN 1C,   FTQ4--FREEZING TOLERANCE QTL 4"
AT1G30490,116,116/920,2074/31393,1.4511919030843482e-11,2.1011098265884995,1.62533493145447e-8,1.6468304019643203e-11,293,ATHB9,NA,PHV--PHAVOLUTA
AT1G20980,90,90/920,1447/31393,1.6256825703343726e-11,2.326604252392337,1.819138796204163e-8,1.8385695735924448e-11,294,ATSPL14,SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 14,"FBR6--NA,   SPL14--squamosa promoter binding protein-like 14,   SPL1R2--NA"
AT3G15500,114,114/920,2031/31393,1.7894486234459023e-11,2.1068566807252895,2.000603561012519e-8,2.0169209060873306e-11,295,ANAC055,NAC domain containing protein 55,"ANAC55--NA,   ATNAC3--NAC domain containing protein 3,   NAC055--NAC domain containing protein 55,   NAC3--NAC domain containing protein 3"
AT3G50890,34,34/920,299/31393,1.8493116044907953e-11,4.374001715359518,2.0656810622162184e-8,2.0773517178823964e-11,296,AtHB28,homeobox protein 28,"HB28--homeobox protein 28,   ZHD7--ZINC FINGER HOMEODOMAIN 7"
AT5G53950,119,119/920,2158/31393,1.8819151179478422e-11,2.0716758886483975,2.100217271629792e-8,2.1068578340661867e-11,297,ANAC098,Arabidopsis NAC domain containing protein 98,"ATCUC2--CUP-SHAPED COTYLEDON 2,   CUC2--CUP-SHAPED COTYLEDON 2"
AT2G17150,66,66/920,914/31393,2.1229674520178018e-11,2.6997629070246476,2.367108708999849e-8,2.3687472409259023e-11,298,NLP1,NIN-like protein 1,NA
AT3G46070,105,105/920,1815/31393,2.1792511578813842e-11,2.1669744388634276,2.427685789879862e-8,2.4234147491490308e-11,299,NA,NA,NA
AT1G76420,111,111/920,1965/31393,2.329277282715158e-11,2.117833492535677,2.5924856156619707e-8,2.5816156550092997e-11,300,ANAC031,Arabidopsis NAC domain containing protein 31,"CUC3--CUP SHAPED COTYLEDON3,   NAC368--NA"
AT5G10120,29,29/920,225/31393,2.705524371252511e-11,5.027930531972927,3.0085431008327925e-8,2.983451906251843e-11,301,NA,NA,NA
AT1G53170,125,125/920,2323/31393,2.709781881768591e-11,2.0225824364337153,3.0105676706449044e-8,2.983451906251843e-11,302,ATERF-8,NA,"ATERF8--ETHYLENE RESPONSE ELEMENT BINDING FACTOR 4,   ERF8--ethylene response factor 8"
AT5G51910,132,132/920,2505/31393,2.8534765226613982e-11,1.9835717607181462,3.167358940154152e-8,3.1312902435145704e-11,303,TCP19,TCP domain protein 19,NA
AT1G80840,123,123/920,2274/31393,2.8705883399565315e-11,2.0319742748929506,3.1834824690117934e-8,3.139705996827456e-11,304,ATWRKY40,NA,WRKY40--WRKY DNA-binding protein 40
AT1G59750,86,86/920,1373/31393,3.3307396561567104e-11,2.3382066412159572,3.690459539021635e-8,3.631052248105266e-11,305,ARF1,auxin response factor 1,NA
AT2G31230,138,138/920,2673/31393,3.881815942619987e-11,1.9448520773301559,4.297170248480326e-8,4.2179862775200836e-11,306,ATERF15,ethylene-responsive element binding factor 15,ERF15--ethylene-responsive element binding factor 15
AT2G46590,104,104/920,1809/31393,3.9353748796810344e-11,2.150457079430076,4.352524616927224e-8,4.262254552097537e-11,307,DAG2,DOF AFFECTING GERMINATION 2,NA
AT1G72360,97,97/920,1643/31393,4.546711344087554e-11,2.205139899876381,5.024116035216747e-8,4.908381564639972e-11,308,AtERF73,NA,"ERF73--ethylene response factor 73,   HRE1--HYPOXIA RESPONSIVE ERF (ETHYLENE RESPONSE FACTOR) 1"
AT1G77080,96,96/920,1625/31393,5.579460672814176e-11,2.205283955219655,6.15972458278685e-8,6.00378858806056e-11,309,AGL27,AGAMOUS-like 27,"FLM--FLOWERING LOCUS M,   MAF1--MADS AFFECTING FLOWERING 1"
AT5G14340,103,103/920,1797/31393,5.855437942303274e-11,2.1416167073010994,6.45854805036051e-8,6.280429405857543e-11,310,AtMYB40,myb domain protein 40,MYB40--myb domain protein 40
AT3G29035,69,69/920,1003/31393,6.25804408960743e-11,2.5643243388899877,6.896364586747388e-8,6.690674147249101e-11,311,ANAC059,Arabidopsis NAC domain containing protein 59,"ATNAC3--NAC domain containing protein 3,   NAC3--NAC domain containing protein 3,   ORS1--ORE1 SISTER1"
AT2G30590,121,121/920,2251/31393,6.312397346628967e-11,2.0150852351896424,6.949949478638492e-8,6.727154223570934e-11,312,WRKY21,WRKY DNA-binding protein 21,NA
AT1G69310,79,79/920,1230/31393,6.812004812552438e-11,2.3929310615716313,7.493205293807682e-8,7.236394888733819e-11,313,ATWRKY57,NA,WRKY57--WRKY DNA-binding protein 57
AT1G34180,101,101/920,1753/31393,6.876495789879061e-11,2.1514008148642008,7.557268873077088e-8,7.281639650110788e-11,314,anac016,NAC domain containing protein 16,NAC016--NAC domain containing protein 16
AT3G10480,86,86/920,1395/31393,7.439175136383438e-11,2.297408259260543,8.168214299749015e-8,7.852462643960295e-11,315,ANAC050,NAC domain containing protein 50,"NAC050--NAC domain containing protein 50,   NAC50--NA"
AT4G24240,136,136/920,2646/31393,7.467085905402508e-11,1.9325533202788934,8.191393238226551e-8,7.85698121375422e-11,316,ATWRKY7,NA,WRKY7--WRKY DNA-binding protein 7
AT5G07500,46,46/920,532/31393,8.256782520880457e-11,3.2472150481871065,9.049433642884981e-8,8.660505325529185e-11,317,AtTZF6,NA,"PEI1--NA,   TZF6--Tandem CCCH Zinc Finger protein 6"
AT3G57600,160,160/920,3293/31393,8.488478614297927e-11,1.8370505796156726,9.29488408265623e-8,8.875531884446731e-11,318,NA,NA,NA
AT5G59430,146,146/920,2917/31393,8.722622277233648e-11,1.8858020410774876,9.54254877129361e-8,9.091761464514694e-11,319,ATTRP1,TELOMERE REPEAT BINDING PROTEIN 1,TRP1--telomeric repeat binding protein 1
AT4G25490,89,89/920,1472/31393,9.212736227368572e-11,2.252654624652487,1.0069520696513849e-7,9.572608736250156e-11,320,ATCBF1,NA,"CBF1--C-repeat/DRE binding factor 1,   DREB1B--DRE BINDING PROTEIN 1B"
AT1G63030,93,93/920,1574/31393,1.1374513484058691e-10,2.201251058170564,1.242096872459209e-7,1.1782011630683846e-10,321,ATDDF2,DWARF AND DELAYED FLOWERING 2,ddf2--DWARF AND DELAYED FLOWERING 2
AT4G32880,91,91/920,1526/31393,1.1410012132133277e-10,2.2213300105820273,1.2448323236157405e-7,1.1782077745137622e-10,322,ATHB-8,homeobox gene 8,"ATHB8--NA,   HB-8--homeobox gene 8"
AT1G72050,125,125/920,2376/31393,1.1558879776054848e-10,1.97127590501608,1.2599178955899784e-7,1.1882894600930146e-10,323,TFIIIA,transcription factor IIIA,NA
AT4G00150,36,36/920,354/31393,1.1645879056734363e-10,3.8615700852240393,1.2682362292783722e-7,1.1882894600930146e-10,324,ATHAM3,ARABIDOPSIS THALIANA HAIRY MERISTEM 3,"HAM3--HAIRY MERISTEM 3,   LOM3--LOST MERISTEMS 3,   SCL6-IV--NA"
AT5G43270,83,83/920,1337/31393,1.164706982234014e-10,2.3106051339448186,1.2682362292783722e-7,1.1882894600930146e-10,325,SPL2,squamosa promoter binding protein-like 2,NA
AT1G67710,77,77/920,1198/31393,1.1650597413242793e-10,2.3915307066493465,1.2682362292783722e-7,1.1882894600930146e-10,326,ARR11,response regulator 11,NA
AT2G40750,86,86/920,1410/31393,1.2697102805225768e-10,2.27017737707192,1.3789053646475185e-7,1.2910662638341185e-10,327,ATWRKY54,WRKY DNA-BINDING PROTEIN 54,WRKY54--WRKY DNA-binding protein 54
AT5G65070,71,71/920,1065/31393,1.3164294742891933e-10,2.479974106312814,1.4283259796037748e-7,1.3344902445157219e-10,328,AGL69,AGAMOUS-like 69,"FCL4--NA,   MAF4--MADS AFFECTING FLOWERING 4"
AT1G06180,90,90/920,1508/31393,1.3970136881552102e-10,2.2218691121514587,1.5143628379602478e-7,1.4118755359015421e-10,329,ATMYB13,myb domain protein 13,"ATMYBLFGN--NA,   MYB13--myb domain protein 13"
AT4G17490,121,121/920,2281/31393,1.441572747980821e-10,1.9850039254557295,1.561223286063229e-7,1.4524937536473422e-10,330,ATERF6,ethylene responsive element binding factor 6,"ERF-6-6--NA,   ERF6--ethylene responsive element binding factor 6"
AT5G61600,126,126/920,2411/31393,1.4709306621321486e-10,1.957591043656816,1.5915469764269846e-7,1.474319315669459e-10,331,ERF104,ethylene response factor 104,NA
AT4G04450,99,99/920,1728/31393,1.4721022941421366e-10,2.134976875879987,1.5915469764269846e-7,1.474319315669459e-10,332,AtWRKY42,NA,WRKY42--NA
AT5G46350,152,152/920,3101/31393,1.4999185259514862e-10,1.8471039616363085,1.6199120080276052e-7,1.49766639603264e-10,333,ATWRKY8,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 8,WRKY8--WRKY DNA-binding protein 8
AT1G12260,97,97/920,1682/31393,1.6195620143610456e-10,2.1480522255181227,1.7475074134955683e-7,1.6122885322606215e-10,334,ANAC007,NAC 007,"EMB2749--EMBRYO DEFECTIVE 2749,   NAC007--NAC 007,   VND4--VASCULAR RELATED NAC-DOMAIN PROTEIN 4"
AT2G46400,143,143/920,2863/31393,1.636239613015199e-10,1.8778774241249379,1.7638663028303845e-7,1.6240288696344885e-10,335,ATWRKY46,WRKY DNA-BINDING PROTEIN 46,WRKY46--WRKY DNA-binding protein 46
AT1G29860,106,106/920,1906/31393,1.6907581880472662e-10,2.0742853243458956,1.8209465685269056e-7,1.6731461235884402e-10,336,ATWRKY71,WRKY DNA-BINDING PROTEIN 71,"EXB1--EXCESSIVE BRANCHES1,   WRKY71--WRKY DNA-binding protein 71"
AT5G46590,98,98/920,1709/31393,1.7530542982405488e-10,2.1357336259320916,1.8862864249068305e-7,1.7296455613204228e-10,337,anac096,NAC domain containing protein 96,NAC096--NAC domain containing protein 96
AT1G22640,64,64/920,918/31393,1.8454604349168003e-10,2.5929743934596114,1.9838699675355603e-7,1.8127996999907518e-10,338,ATMYB3,ARABIDOPSIS THALIANA  MYB DOMAIN PROTEIN 3,MYB3--myb domain protein 3
AT1G16060,106,106/920,1909/31393,1.8482378896146315e-10,2.0706175458677487,1.9850074934461144e-7,1.8127996999907518e-10,339,ADAP,ARIA-interacting double AP2 domain protein,WRI3--WRINKLED 3
AT5G03790,62,62/920,875/31393,1.881669441764289e-10,2.6361106454908576,2.019031311013082e-7,1.8401620276077235e-10,340,ATHB51,NA,"HB51--homeobox 51,   LMI1--LATE MERISTEM IDENTITY1"
AT4G24020,120,120/920,2268/31393,2.0353338017516145e-10,1.977962600760547,2.1818778354777306e-7,1.9845996747284802e-10,341,NLP7,NIN like protein 7,NA
AT1G06070,79,79/920,1259/31393,2.0439272001133542e-10,2.331698242298239,2.1890460313214024e-7,1.9871514445546498e-10,342,bZIP69,basic leucine-zipper 69,NA
AT5G25220,81,81/920,1309/31393,2.3082751115919552e-10,2.2992096090469034,2.469854369403392e-7,2.2324010538713578e-10,343,KNAT3,KNOTTED1-like homeobox gene 3,NA
AT1G24625,59,59/920,815/31393,2.3096119173887132e-10,2.6934506486534904,2.469854369403392e-7,2.2324010538713578e-10,344,ZFP7,zinc finger protein 7,NA
AT3G54340,306,306/920,7613/31393,2.4886798088511126e-10,1.5800025032278084,2.6579100358529885e-7,2.3985102505594054e-10,345,AP3,APETALA 3,ATAP3--NA
AT3G11440,57,57/920,775/31393,2.5977559070276733e-10,2.7370056932373523,2.7718055527985275e-7,2.496398378863298e-10,346,ATMYB65,MYB DOMAIN PROTEIN 65,MYB65--myb domain protein 65
AT4G36900,164,164/920,3456/31393,2.783844678231287e-10,1.7910892168480474,2.967578426994552e-7,2.6675168746740723e-10,347,DEAR4,DREB AND EAR MOTIF PROTEIN 4,RAP2.10--related to AP2 10
AT1G30330,53,53/920,694/31393,2.9524681551368337e-10,2.8448219300940623,3.144378585220728e-7,2.820964544778727e-10,348,ARF6,auxin response factor 6,NA
AT3G48100,51,51/920,654/31393,3.117639498309711e-10,2.9069734669559697,3.3171684262015325e-7,2.9702439346360425e-10,349,ARR5,response regulator 5,"ATRR2--ARABIDOPSIS THALIANA RESPONSE REGULATOR 2,   IBC6--INDUCED BY CYTOKININ 6,   RR5--response regulator 5"
AT1G77640,106,106/920,1927/31393,3.1350751872286415e-10,2.0488649935198855,3.332584924024046e-7,2.9783214278672094e-10,350,NA,NA,NA
AT2G25000,89,89/920,1510/31393,3.344034951172302e-10,2.189489133085722,3.551365118144985e-7,3.1677823967657846e-10,351,ATWRKY60,NA,WRKY60--WRKY DNA-binding protein 60
AT3G47600,141,141/920,2840/31393,3.385740627910491e-10,1.8624425936023847,3.592270806213031e-7,3.1981782919893124e-10,352,ATMYB94,myb domain protein 94,"ATMYBCP70--NA,   MYB94--myb domain protein 94"
AT1G12610,103,103/920,1855/31393,3.445671531298956e-10,2.0666508650894695,3.6524118231768935e-7,3.245568793645617e-10,353,ATDDF1,Dwarf and delayed flowering 1,DDF1--DWARF AND DELAYED FLOWERING 1
AT2G40740,120,120/920,2289/31393,3.5670704101614873e-10,1.9573695518053367,3.7775275643610153e-007,3.350426303329645e-10,354,ATWRKY55,WRKY DNA-BINDING PROTEIN 55,WRKY55--WRKY DNA-binding protein 55
AT5G06800,72,72/920,1114/31393,3.793616167988613e-10,2.3980257103725777,4.0136459057319526e-7,3.553175706637221e-10,355,NA,NA,NA
AT1G36060,123,123/920,2372/31393,4.0757274597284024e-10,1.9367442664002013,4.3080439249329215e-7,3.7998207915479205e-10,356,TG,TRANSLUCENT GREEN,WIND3--NA
AT5G48150,26,26/920,205/31393,4.0798075867146103e-10,4.921756609504155,4.3082768115706284e-7,3.7998207915479205e-10,357,PAT1,phytochrome a signal transduction 1,NA
AT5G59780,79,79/920,1278/31393,4.096535045071781e-10,2.293482946073417,4.3218444725507294e-7,3.8047427443753274e-10,358,ATMYB59,MYB DOMAIN PROTEIN 59,"ATMYB59-1--NA,   ATMYB59-2--NA,   ATMYB59-3--NA,   MYB59--myb domain protein 59"
AT1G69170,41,41/920,463/31393,4.335615818860399e-10,3.3213078353687586,4.5697390730788603e-7,4.0155773252676393e-10,359,AtSPL6,NA,SPL6--SQUAMOSA PROMOTER BINDING PROTEIN (SBP)-domain transcription factor 6
AT2G20400,81,81/920,1329/31393,4.712040102884519e-10,2.260761138754045,4.961778228337399e-7,4.3520925950252846e-10,360,PHL4,PHR1-LIKE 4,NA
AT5G07580,52,52/920,684/31393,5.107943345036219e-10,2.8284868107805097,5.373556398978102e-7,4.704684659901779e-10,361,DEWAX2,DECREASE WAX BIOSYNTHESIS2,ERF106--NA
AT2G30250,141,141/920,2859/31393,5.29312130340925e-10,1.8481779318093536,5.563070489883121e-7,4.861775782827556e-10,362,ATWRKY25,NA,WRKY25--WRKY DNA-binding protein 25
AT1G14920,29,29/920,255/31393,5.580673499787556e-10,4.355539565222877,5.859707174776934e-7,5.10602121906959e-10,363,GAI,GIBBERELLIC ACID INSENSITIVE,RGA2--RESTORATION ON GROWTH ON AMMONIA 2
AT5G45580,46,46/920,564/31393,5.58974954508671e-10,3.043380297201459,5.863647272795959e-7,5.10602121906959e-10,364,NA,NA,NA
AT4G36740,79,79/920,1288/31393,5.861980478149167e-10,2.273703566350453,6.143355541100326e-7,5.340023312286569e-10,365,ATHB40,homeobox protein 40,"HB-5--NA,   HB40--homeobox protein 40"
AT5G03510,69,69/920,1060/31393,6.654190072169321e-10,2.412022307917146,6.966937005561279e-7,6.045131691246719e-10,366,NA,NA,NA
AT5G25160,66,66/920,993/31393,6.850717013615445e-10,2.4630668367909827,7.165849996241756e-7,6.206712280727889e-10,367,ZFP3,zinc finger protein 3,NA
AT1G62990,64,64/920,950/31393,7.345832119742371e-10,2.496520486878724,7.676394565130778e-7,6.637198858191137e-10,368,IRX11,IRREGULAR XYLEM 11,KNAT7--KNOTTED-like homeobox of Arabidopsis thaliana 7
AT4G18170,111,111/920,2086/31393,7.722361071542781e-10,1.9797579298983567,8.062144958690664e-7,6.958496087501286e-10,369,ATWRKY28,NA,WRKY28--WRKY DNA-binding protein 28
AT4G18020,43,43/920,512/31393,8.405522363356994e-10,3.1364820471020503,8.766959824981345e-7,7.553611313016756e-10,370,APRR2,NA,PRR2--PSEUDO-RESPONSE REGULATOR 2
AT1G74480,103,103/920,1889/31393,9.253871357858619e-10,2.024912825451711,9.64253395488868e-7,8.293563952797818e-10,371,AtRKD2,NA,"RKD2--RWP-RK domain containing 2,   URP4--UAS-TAGGED ROOT PATTERNING4"
AT1G17920,52,52/920,696/31393,9.358159212179178e-10,2.774672396287909,9.741843739878525e-7,8.364483704434345e-10,372,HDG12,homeodomain GLABROUS 12,NA
AT1G28360,96,96/920,1716/31393,9.918625157947554e-10,2.074943494969373,1.0315370164265457e-6,8.84166987940365e-10,373,ATERF12,ERF DOMAIN PROTEIN 12,ERF12--ERF domain protein 12
AT5G47220,123,123/920,2408/31393,1.0188873915502659e-9,1.9038252823608848,1.0586239998207263e-6,9.058290312579235e-10,374,ATERF-2,ETHYLENE RESPONSE FACTOR- 2,"ATERF2--ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 2,   ERF2--ethylene responsive element binding factor 2"
AT3G03200,107,107/920,1996/31393,1.0799663457417836e-9,1.9914689087962287,1.1210050668799714e-6,9.57570159891048e-10,375,anac045,NAC domain containing protein 45,"NAC045--NAC domain containing protein 45,   NAC45--NAC domain containing protein 45"
AT1G12630,82,82/920,1378/31393,1.1215869547114894e-9,2.2027294024567508,1.1630856720358145e-6,9.918288894722611e-10,376,NA,NA,NA
AT1G62300,129,129/920,2572/31393,1.1687696681403183e-9,1.8712152925940893,1.2108453761933698e-6,1.030811444712615e-9,377,ATWRKY6,NA,WRKY6--NA
AT2G44745,120,120/920,2337/31393,1.2346298798342468e-9,1.9117737823405887,1.2778419256284455e-6,1.0860170239282726e-9,378,AtWRKY12,NA,WRKY12--WRKY DNA-binding protein 12
AT1G79700,105,105/920,1954/31393,1.3830958908945381e-9,1.9944082569459967,1.4301211511849524e-6,1.2134020678692188e-9,379,WRI4,WRINKLED 4,NA
AT4G35590,31,31/920,299/31393,1.4161867336672241e-9,3.929869154877161,1.4629208958782426e-6,1.239163391958821e-9,380,RKD5,RWP-RK domain-containing 5,NA
AT5G41570,92,92/920,1629/31393,1.4309886208021178e-9,2.0916639745261807,1.4767802566677855e-6,1.248828652012347e-9,381,ATWRKY24,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 24,WRKY24--WRKY DNA-binding protein 24
AT3G14980,38,38/920,426/31393,1.539468048465449e-9,3.340418133191387,1.5871915579678779e-6,1.3399820055360255e-9,382,IDM1,increased DNA methylation 1,ROS4--REPRESSOR OF SILENCING 4
AT3G60530,96,96/920,1731/31393,1.5486798842232037e-9,2.0548399610129104,1.5951402807498999e-6,1.3444805783399873e-9,383,GATA4,GATA transcription factor 4,NA
AT3G50260,135,135/920,2748/31393,1.6943069296642483e-9,1.8334982515321083,1.7434418306245115e-6,1.4670756617535482e-9,384,ATERF#011,NA,"CEJ1--cooperatively regulated by ethylene and jasmonate 1,   DEAR1--DREB AND EAR MOTIF PROTEIN 1"
AT2G22770,64,64/920,973/31393,1.888520832207086e-9,2.431537304964709,1.9413994155088845e-6,1.6309952641788466e-9,385,NAI1,NA,NA
AT5G60450,49,49/920,648/31393,1.937272366111184e-9,2.805556749603125,1.989578719996186e-6,1.668764408632043e-9,386,ARF4,auxin response factor 4,NA
AT1G73730,93,93/920,1664/31393,1.9481338278840367e-9,2.0687856727623237,1.9987853074090216e-6,1.6737842319675508e-9,387,AtEIL3,NA,"ATSLIM--ARABIDOPSIS THALIANA SULFUR LIMITATION 1,   EIL3--ETHYLENE-INSENSITIVE3-like 3,   SLIM1--SULFUR LIMITATION 1"
AT1G66230,52,52/920,712/31393,2.044241324322707e-9,2.7059635474535253,2.0953473574307745e-6,1.7518305163332475e-9,388,AtMYB20,myb domain protein 20,MYB20--myb domain protein 20
AT5G15130,96,96/920,1742/31393,2.136594827740259e-9,2.0403305267028826,2.187873103606025e-6,1.8262667872072907e-9,389,ATWRKY72,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 72,WRKY72--WRKY DNA-binding protein 72
AT2G34830,94,94/920,1694/31393,2.2661513293460554e-9,2.053554964725293,2.3182728099210148e-6,1.9320392743783676e-9,390,AtWRKY35,WRKY DNA-BINDING PROTEIN 35,"MEE24--maternal effect embryo arrest 24,   WRKY35--WRKY DNA-binding protein 35"
AT5G50915,123,123/920,2442/31393,2.355135279022862e-9,1.8736802383006927,2.4069482551613653e-6,2.002768491752178e-9,391,NA,NA,NA
AT5G13180,115,115/920,2234/31393,2.4877771145733993e-9,1.9115469514111845,2.540020433979441e-6,2.1101680882542224e-9,392,ANAC083,NAC domain containing protein 83,"NAC083--NAC domain containing protein 83,   VNI2--VND-interacting 2"
AT1G09540,102,102/920,1900/31393,2.5658363070210193e-9,1.988610643390363,2.6171530331614397e-6,2.1708411503422107e-9,393,ATMYB61,ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 61,MYB61--myb domain protein 61
AT5G48670,57,57/920,825/31393,2.6000625046606716e-9,2.5546495687675694,2.6494636922492244e-6,2.1942151847707443e-9,394,AGL80,AGAMOUS-like 80,FEM111--NA
AT1G65910,80,80/920,1357/31393,2.760304083807489e-9,2.177279467629294,2.8099895573160237e-6,2.3235471085214933e-9,395,anac028,NAC domain containing protein 28,NAC028--NAC domain containing protein 28
AT1G54830,47,47/920,615/31393,2.970910855356498e-9,2.8343471483334115,3.0214163398975585e-6,2.494514796479888e-9,396,NF-YC3,"nuclear factor Y, subunit C3",NA
AT2G03500,75,75/920,1240/31393,2.995347169529638e-9,2.232820688732109,3.043272724242112e-6,2.508697566419659e-9,397,EFM,EARLY FLOWERING MYB PROTEIN,HHO4--HRS1 HOMOLOG4
