gene_id,withPeakN,sumRP,RP_rank,log2FoldChange,padj,diff_rank,rankProduct,rankOf_rankProduct,gene_category,symbol,fullname,Second
AT5G58330,2,0.7072956527698027,1944,0.0021855849685843568,0.9999650917215911,5030.5,9779292,2263,static,NADP-MDH,NADP-dependent Malate Dehydrogenase,NA
AT5G08175,2,1.2497053196797672,840,0,NA,11644,9780960,2264,static,NA,NA,NA
AT3G02110,1,0.7072746587098282,1946,-2.242675768277907e-5,0.9999650917215911,5030.5,9789353,2265,static,scpl25,serine carboxypeptidase-like 25,NA
AT1G80870,1,0.0035451435962544167,10188,-0.01614425563227,0.7051335388904922,961,9790668,2266,static,NA,NA,NA
AT3G27025,1,0.7070190227554992,1947,-0.010006615716520778,0.9999650917215911,5030.5,9794383.5,2267,static,LAZY6,NA,NA
AT5G09205,2,1.2491385016004775,842,0,NA,11644,9804248,2268,static,NA,NA,NA
AT2G46320,2,0.7063145433204341,1949,0.0011779743983759232,0.9999650917215911,5030.5,9804444.5,2269,static,NA,NA,NA
AT2G01570,5,0.7060502553576568,1950,0.017343371107423084,0.9999650917215911,5030.5,9809475,2270,static,RGA,REPRESSOR OF GA,"RGA1--REPRESSOR OF GA1-3 1,   RGA24--repressor of GA"
AT3G62620,3,0.7057125438264014,1951,-0.0015454116223340445,0.9999650917215911,5030.5,9814505.5,2271,static,NA,NA,NA
AT5G01520,1,0.7053567446450006,1953,-0.004150401337482753,0.9999650917215911,5030.5,9824566.5,2272,static,AIRP2,ABA Insensitive RING Protein 2,AtAIRP2--NA
AT5G05170,1,0.7040657350163148,1955,1.303984193422882e-4,0.9999650917215911,5030.5,9834627.5,2273,static,ATCESA3,NA,"ATH-B--NA,   CESA3--CELLULOSE SYNTHASE 3,   CEV1--CONSTITUTIVE EXPRESSION OF VSP 1,   ELI1--ECTOPIC LIGNIFICATION 1,   IXR1--ISOXABEN RESISTANT  1,   MRE1--multiple response expansion 1"
AT2G47600,1,0.7031258211802566,1956,0.0014325062186728353,0.9999650917215911,5030.5,9839658,2274,static,ATMHX,magnesium/proton exchanger,"ATMHX1--NA,   MHX--magnesium/proton exchanger,   MHX1--MAGNESIUM/PROTON EXCHANGER 1"
AT4G12250,1,0.7027867329060258,1957,0.0016432541995351781,0.9999650917215911,5030.5,9844688.5,2275,static,GAE5,UDP-D-glucuronate 4-epimerase 5,NA
AT1G06530,3,1.2428832007783985,846,0,NA,11644,9850824,2276,static,PMD2,peroxisomal and mitochondrial division factor 2,NA
AT5G47910,1,0.7009020886514177,1961,0.00920882588664371,0.9999650917215911,5030.5,9864810.5,2277,static,ATRBOHD,NA,RBOHD--respiratory burst oxidase homologue D
AT2G18970,1,0.7008829313952976,1962,0.021839767215488377,0.9999650917215911,5030.5,9869841,2278,static,NA,NA,NA
AT5G12043,3,1.2408375415339752,848,0.007228574224597165,NA,11644,9874112,2279,static,NA,NA,NA
AT4G01720,3,0.7002860059834614,1963,-0.006167756653923762,0.9999650917215911,5030.5,9874871.5,2280,static,AtWRKY47,NA,WRKY47--NA
AT3G18280,1,0.003250051669847262,10313,0.04757405078299712,0.7037720302182253,958,9879854,2281,static,AtTED4,NA,TED4--Tracheary Element Differentiation-related 4
AT5G39050,5,0.7000918520487064,1964,0.0014576490964498942,0.9999650917215911,5030.5,9879902,2282,static,PMAT1,phenolic glucoside malonyltransferase 1,NA
AT5G61620,4,0.7000292078563951,1966,-0.006361025183689472,0.9999650917215911,5030.5,9889963,2283,static,NA,NA,NA
AT5G47640,2,0.699671820609364,1967,7.476106972737501e-4,0.9999650917215911,5030.5,9894993.5,2284,static,NF-YB2,"nuclear factor Y, subunit B2",NA
AT3G54440,1,0.6996241179385526,1968,0.0015696702252539032,0.9999650917215911,5030.5,9900024,2285,static,NA,NA,NA
AT4G26850,2,0.6995446775494497,1969,-2.74769339563651e-4,0.9999650917215911,5030.5,9905054.5,2286,static,GGP,GDP-l-galactose phosphorylase,VTC2--vitamin c defective 2
AT3G42660,2,0.6995035955797515,1970,-2.9039940378639684e-4,0.9999650917215911,5030.5,9910085,2287,static,EOL1,Enhancer Of Lhp1,NA
AT1G03600,1,0.6990566996092421,1971,-0.002620352483879717,0.9999650917215911,5030.5,9915115.5,2288,static,PSB27,NA,NA
AT1G32940,2,0.698444851977648,1972,0.0010882786059000817,0.9999650917215911,5030.5,9920146,2289,static,AtSBT3.5,NA,SBT3.5--NA
AT5G19990,1,0.6977584402479589,1974,1.909037641237695e-4,0.9999650917215911,5030.5,9930207,2290,static,ATSUG1,NA,RPT6A--regulatory particle triple-A ATPase 6A
AT3G26600,1,0.6969391625292058,1975,5.830871947264441e-4,0.9999650917215911,5030.5,9935237.5,2291,static,ARO4,armadillo repeat only 4,NA
AT5G38610,1,0.6967682447593887,1976,0.015347589768014144,0.9999650917215911,5030.5,9940268,2292,static,NA,NA,NA
AT1G05003,8,1.2317673238776599,854,-0.012099759887763652,NA,11644,9943976,2293,static,NA,NA,NA
AT1G58110,1,0.6964997311115947,1977,6.22325285669289e-4,0.9999650917215911,5030.5,9945298.5,2294,static,NA,NA,NA
AT5G19030,2,0.6952817867067728,1978,0.0016827128595773898,0.9999650917215911,5030.5,9950329,2295,static,NA,NA,NA
AT4G24140,1,0.0011466346261788014,11423,0.06479467173598394,0.5399398570722743,871.5,9955144.5,2296,static,NA,NA,NA
AT3G13440,2,0.6950906438477764,1979,0.002564893134318685,0.9999650917215911,5030.5,9955359.5,2297,static,NA,NA,NA
AT1G01310,3,0.6947879233867976,1980,-0.011323123869998557,0.9999650917215911,5030.5,9960390,2298,static,NA,NA,NA
AT1G71970,3,0.6945935944774895,1981,0.005510177522676009,0.9999650917215911,5030.5,9965420.5,2299,static,NA,NA,NA
AT5G16235,1,0.6944273933687501,1982,-0.01450127082216252,0.9999650917215911,5030.5,9970451,2300,static,NA,NA,NA
AT4G22220,1,0.6941258929563057,1983,2.4068078391231926e-4,0.9999650917215911,5030.5,9975481.5,2301,static,ATISU1,NA,ISU1--NA
AT5G07270,1,0.6938322433763214,1984,0.0013487735900824143,0.9999650917215911,5030.5,9980512,2302,static,XBAT33,XB3 ortholog 3 in Arabidopsis thaliana,NA
AT5G15600,3,0.693745633988615,1985,-0.0013212929602080146,0.9999650917215911,5030.5,9985542.5,2303,static,SP1L4,SPIRAL1-like4,NA
AT4G08205,1,1.229411078158597,858,0.04523260618898109,NA,11644,9990552,2304,static,NA,NA,NA
AT3G17580,3,0.6936203211809194,1986,0.010873351687488975,0.9999650917215911,5030.5,9990573,2305,static,NA,NA,NA
AT1G08640,4,0.6935747001383459,1987,3.812582971730181e-4,0.9999650917215911,5030.5,9995603.5,2306,static,CJD1,Chloroplast J-like domain 1,NA
AT5G20900,1,0.6934912927452553,1988,9.190582977702213e-4,0.9999650917215911,5030.5,10000634,2307,static,JAZ12,jasmonate-zim-domain protein 12,TIFY3B--NA
AT1G79720,2,0.6934822344032406,1989,0.010231754639131322,0.9999650917215911,5030.5,10005664.5,2308,static,NA,NA,NA
AT2G40340,3,0.6931303508443725,1990,0.00206944228074536,0.9999650917215911,5030.5,10010695,2309,static,AtERF48,NA,DREB2C--NA
AT4G35110,1,0.006332053726957861,9407,0.028284957625572038,0.8696697715619315,1065,10018455,2310,static,PEARLI 4,phospholipase-like protein 4,NA
AT5G66770,1,0.002515447272498316,10617,-0.011584096567015947,0.6891719501575975,944,10022448,2311,static,NA,NA,NA
AT4G05650,1,0.6915296212204572,1994,-0.007066650324083824,0.9999650917215911,5030.5,10030817,2312,static,NA,NA,NA
AT5G57565,1,0.004224644076370208,9970,-0.025977427307677756,0.7892361203116182,1007,10039790,2313,static,NA,NA,NA
AT2G01140,1,0.6891501286487509,1997,-0.0015471025573529182,0.9999650917215911,5030.5,10045908.5,2314,static,AtFBA3,NA,"FBA3--fructose-bisphosphate aldolase 3,   PDE345--PIGMENT DEFECTIVE 345"
AT5G11060,1,0.6887783517309207,1999,-0.001615508505938609,0.9999650917215911,5030.5,10055969.5,2315,static,KNAT4,KNOTTED1-like homeobox gene 4,NA
AT1G18735,4,1.2192190161311611,864,0,NA,11644,10060416,2316,static,NA,NA,NA
AT3G54050,2,0.6886170287251062,2000,-3.835658644365784e-4,0.9999650917215911,5030.5,10061000,2317,static,cfbp1,NA,HCEF1--high cyclic electron flow 1
AT5G51830,1,0.6885005907926827,2001,0.00323211293615668,0.9999650917215911,5030.5,10066030.5,2318,static,FRK1,Fructokinase 1,FRK7--Fructokinase 7
AT1G61560,1,0.6883861772911691,2002,0.0058442230629036215,0.9999650917215911,5030.5,10071061,2319,static,ATMLO6,MILDEW RESISTANCE LOCUS O 6,MLO6--MILDEW RESISTANCE LOCUS O 6
AT5G63790,2,0.6879390669354893,2003,0.003298843518238363,0.9999650917215911,5030.5,10076091.5,2320,static,ANAC102,NAC domain containing protein 102,NAC102--NAC domain containing protein 102
AT5G64860,2,0.6869935981601888,2004,3.6227162856125367e-4,0.9999650917215911,5030.5,10081122,2321,static,AtDPE1,NA,DPE1--disproportionating enzyme
AT2G39890,3,0.6863202493608871,2005,0.005867415867742648,0.9999650917215911,5030.5,10086152.5,2322,static,ATPROT1,PROLINE TRANSPORTER 1,PROT1--proline transporter 1
AT2G01505,1,0.6860632221737502,2006,0.02170720223000018,0.9999650917215911,5030.5,10091183,2323,static,CLE16,CLAVATA3/ESR-RELATED 16,NA
AT1G68760,3,0.6850351024673726,2007,-5.871439186140586e-4,0.9999650917215911,5030.5,10096213.5,2324,static,ATNUDT1,ARABIDOPSIS THALIANA NUDIX HYDROLASE HOMOLOG 1,"ATNUDX1--nudix hydrolase  1,   NUDX1--nudix hydrolase  1,   NUDX1--NUDIX HYDROLASE 1"
AT5G25180,3,0.6846291496480164,2010,0.008570178176753422,0.9999650917215911,5030.5,10111305,2325,static,CYP71B14,"cytochrome P450, family 71, subfamily B, polypeptide 14",NA
AT4G21440,4,0.6838022659872598,2012,-0.004694522885568059,0.9999650917215911,5030.5,10121366,2326,static,ATM4,A. THALIANA MYB 4,"ATMYB102--MYB-like 102,   MYB102--NA,   MYB102--MYB-like 102"
AT5G03210,3,0.6836047208121939,2013,0.01892645126064103,0.9999650917215911,5030.5,10126396.5,2327,static,AtDIP2,NA,DIP2--DBP-interacting protein 2
AT4G14900,1,0.6834219508144286,2015,4.257336684260469e-4,0.9999650917215911,5030.5,10136457.5,2328,static,NA,NA,NA
AT4G35100,1,0.6829676796498763,2018,0.0022123079181219324,0.9999650917215911,5030.5,10151549,2329,static,PIP2;7,PLASMA MEMBRANE INTRINSIC PROTEIN 2;7,"PIP3--plasma membrane intrinsic protein 3,   PIP3A--PLASMA MEMBRANE INTRINSIC PROTEIN 3A,   SIMIP--NA"
AT1G06677,2,1.1997739753227983,872,0,NA,11644,10153568,2330,static,NA,NA,NA
AT1G10370,1,0.6823326505468257,2020,0.006241117331505671,0.9999650917215911,5030.5,10161610,2331,static,ATGSTU17,GLUTATHIONE S-TRANSFERASE TAU 17,"ERD9--EARLY-RESPONSIVE TO DEHYDRATION 9,   GST30--GLUTATHIONE S-TRANSFERASE 30,   GST30B--GLUTATHIONE S-TRANSFERASE 30B,   GSTU17--GLUTATHIONE S-TRANSFERASE U17"
AT4G03030,3,0.6822109850731546,2022,0.0016313922136138705,0.9999650917215911,5030.5,10171671,2332,static,NA,NA,NA
AT5G25755,1,0.6819166212385963,2023,-4.8391052368294455e-4,0.9999650917215911,5030.5,10176701.5,2333,static,NA,NA,NA
AT4G01410,1,0.6799077888297321,2025,9.203161508443287e-4,0.9999650917215911,5030.5,10186762.5,2334,static,NA,NA,NA
AT1G18390,4,0.6792924177055889,2026,0.002844229037016031,0.9999650917215911,5030.5,10191793,2335,static,LRK10L1.1,Leaf rust 10 disease-resistance locus receptor- like protein kinase-like 1.1,LRK10L1.2--Leaf rust 10 disease-resistance locus receptor- like protein kinase-like 1.2
AT4G21600,1,0.6791373226576787,2028,0.005815453708172268,0.9999650917215911,5030.5,10201854,2336,static,ENDO5,endonuclease 5,NA
AT4G13520,5,0.6785834407892567,2029,1.0220012825002855e-5,0.9999650917215911,5030.5,10206884.5,2337,static,SMAP1,small acidic protein 1,NA
AT2G02090,3,0.6774894539672471,2033,-8.781746203984904e-4,0.9999650917215911,5030.5,10227006.5,2338,static,CHA19,NA,"CHR19--CHROMATIN REMODELING 19,   ETL1--NA"
AT2G29654,1,1.1961258285978418,879,0,NA,11644,10235076,2339,static,NA,NA,NA
AT5G48540,1,0.6769938709697617,2035,0.004685983500934163,0.9999650917215911,5030.5,10237067.5,2340,static,NA,NA,NA
AT3G23150,1,0.6769619156207379,2036,-0.005544183667938031,0.9999650917215911,5030.5,10242098,2341,static,ETR2,ethylene response 2,NA
AT4G18700,4,0.676561607365249,2037,-8.501453449117405e-5,0.9999650917215911,5030.5,10247128.5,2342,static,ATWL4,WPL4-LIKE 4,"CIPK12--CBL-interacting protein kinase 12,   PKS8--protein kinase 8,   SnRK3.9--SNF1-RELATED PROTEIN KINASE 3.9,   WL4--WPL4-LIKE 4"
AT4G38870,1,0.00457573208264646,9868,-0.04535103702765874,0.8261307265003396,1039,10252852,2343,static,NA,NA,NA
AT1G09250,3,0.6758620016568964,2039,0.0026207936221252686,0.9999650917215911,5030.5,10257189.5,2344,static,AIF4,ATBS1 Interacting Factor 4,NA
AT2G09380,5,1.1931135864126738,881,0.007903081576911788,NA,11644,10258364,2345,static,NA,NA,NA
AT2G43040,3,0.6757246673266875,2040,0.003699971473564312,0.9999650917215911,5030.5,10262220,2346,static,NPG1,no pollen germination 1,NA
AT1G10150,2,1.1927386098318296,882,0,NA,11644,10270008,2347,static,NA,NA,NA
AT4G39400,2,0.6750266574384134,2043,-0.003018861541667081,0.9999650917215911,5030.5,10277311.5,2348,static,ATBRI1,NA,"BIN1--BR INSENSITIVE 1,   BRI1--BRASSINOSTEROID INSENSITIVE 1,   CBB2--CABBAGE 2,   DWF2--DWARF 2"
AT2G39420,2,0.6749652804465195,2044,6.539000451516708e-4,0.9999650917215911,5030.5,10282342,2349,static,MAGL8,NA,NA
AT2G33793,1,0.6731481720601457,2045,-0.0023341582830962806,0.9999650917215911,5030.5,10287372.5,2350,static,ASY4,ASYNAPTIC4,NA
AT3G04760,1,0.6728793865792195,2046,-2.587290129072169e-4,0.9999650917215911,5030.5,10292403,2351,static,NA,NA,NA
AT4G30500,1,0.6708026876407605,2049,-0.001466018732778866,0.9999650917215911,5030.5,10307494.5,2352,static,NA,NA,NA
AT1G49330,1,0.6706523304947544,2050,-0.008088236476981467,0.9999650917215911,5030.5,10312525,2353,static,NA,NA,NA
AT2G22500,1,0.6705205177070275,2051,-1.2162190743472027e-4,0.9999650917215911,5030.5,10317555.5,2354,static,ATPUMP5,PLANT UNCOUPLING MITOCHONDRIAL PROTEIN 5,"DIC1--DICARBOXYLATE CARRIER 1,   UCP5--uncoupling protein 5"
AT1G01060,1,0.6702558625300951,2052,-0.0017420260226754223,0.9999650917215911,5030.5,10322586,2355,static,LHY,LATE ELONGATED HYPOCOTYL,LHY1--LATE ELONGATED HYPOCOTYL 1
AT5G10020,1,0.669510451013503,2054,-1.0746481934278333e-4,0.9999650917215911,5030.5,10332647,2356,static,SIRK1,sucrose-induced receptor kinase 1,NA
AT3G13965,3,0.669345290073267,2055,-4.4696623014033786e-4,0.9999650917215911,5030.5,10337677.5,2357,static,NA,NA,NA
AT1G01305,3,1.1872671391884588,888,0.002776072985364521,NA,11644,10339872,2358,static,NA,NA,NA
AT2G30050,6,0.66903826666801125,2056,1.0237542095266454e-4,0.9999650917215911,5030.5,10342708,2359,static,NA,NA,NA
AT5G67500,2,0.6688598088738105,2057,6.566694453834937e-4,0.9999650917215911,5030.5,10347738.5,2360,static,ATVDAC2,ARABIDOPSIS THALIANA VOLTAGE DEPENDENT ANION CHANNEL 2,VDAC2--voltage dependent anion channel 2
AT4G32810,1,0.6688410019808708,2058,7.176253101893235e-5,0.9999650917215911,5030.5,10352769,2361,static,ATCCD8,NA,"CCD8--carotenoid cleavage dioxygenase 8,   MAX4--MORE AXILLARY BRANCHING 4"
AT1G26773,3,0.6687648721285735,2059,-0.0037062315260907278,0.9999650917215911,5030.5,10357799.5,2362,static,NA,NA,NA
AT1G27980,1,0.0025545213964220776,10602,-0.012702439870615149,0.7289531351941638,977,10358154,2363,static,ATDPL1,NA,DPL1--dihydrosphingosine phosphate lyase
AT4G27470,2,0.6687095504384085,2060,-0.0017131279691596502,0.9999650917215911,5030.5,10362830,2364,static,ATRMA3,NA,RMA3--RING membrane-anchor 3
AT4G11630,1,0.668625597986662,2062,9.5034482806448e-4,0.9999650917215911,5030.5,10372891,2365,static,NA,NA,NA
AT2G44470,2,0.007237436313100407,9215,0.05570388558876156,0.9743223800508626,1126,10376090,2366,static,BGLU29,beta glucosidase 29,NA
AT2G47050,3,0.6685579345008467,2063,0.00925251300781089,0.9999650917215911,5030.5,10377921.5,2367,static,NA,NA,NA
AT1G14240,1,0.006789776888099376,9308,0.01327870376667882,0.9505865419624435,1116,10387728,2368,static,APY3,apyrase3,NA
AT2G39460,2,0.6679479881993451,2065,-2.087534798964065e-4,0.9999650917215911,5030.5,10387982.5,2369,static,ATRPL23A,ARABIDOPSIS THALIANA RIBOSOMAL PROTEIN L23A,"RPL23A--RIBOSOMAL PROTEIN L23A,   RPL23A1--RIBOSOMAL PROTEIN L23A1,   RPL23AA--ribosomal protein L23AA"
AT2G47550,2,0.6670697221169096,2067,0.009060769754380181,0.9999650917215911,5030.5,10398043.5,2370,static,NA,NA,NA
AT5G25920,1,0.6669294900870051,2069,0.006691166836273498,0.9999650917215911,5030.5,10408104.5,2371,static,NA,NA,NA
AT5G44440,1,0.007029860405578487,9256,-0.032753524232112516,0.9735012971125322,1125,10413000,2372,static,NA,NA,NA
AT5G00910,2,0.6668164629948474,2070,0.004497033273698263,0.9999650917215911,5030.5,10413135,2373,static,NA,NA,NA
AT5G18661,3,0.6665412559037769,2072,-4.8350930096623487e-4,0.9999650917215911,5030.5,10423196,2374,static,NA,NA,NA
AT5G07470,4,0.6662014313209117,2073,0.0011140331298592836,0.9999650917215911,5030.5,10428226.5,2375,static,ATMSRA3,ARABIDOPSIS THALIANA METHIONINE SULFOXIDE REDUCTASE 3,PMSR3--peptidemethionine sulfoxide reductase 3
AT1G28100,1,0.6651155493437686,2075,3.325659987258631e-4,0.9999650917215911,5030.5,10438287.5,2376,static,NA,NA,NA
AT5G54660,1,0.6647484960793477,2077,0.024072547893259817,0.9999650917215911,5030.5,10448348.5,2377,static,NA,NA,NA
AT1G18900,1,0.6646909453527439,2078,0.0038524196681397533,0.9999650917215911,5030.5,10453379,2378,static,NA,NA,NA
AT1G05863,2,1.1797635550340533,898,0,NA,11644,10456312,2379,static,NA,NA,NA
AT5G55896,2,0.664126780868769,2079,-1.4247098141231397e-4,0.9999650917215911,5030.5,10458409.5,2380,static,NA,NA,NA
AT3G30165,6,1.1779428593055652,899,-0.014504100223239893,NA,11644,10467956,2381,static,NA,NA,NA
AT5G61380,1,0.6625641740939922,2081,0.004799180906746421,0.9999650917215911,5030.5,10468470.5,2382,static,APRR1,NA,"AtTOC1--TIMING OF CAB EXPRESSION 1,   PRR1--PSEUDO-RESPONSE REGULATOR 1,   TOC1--TIMING OF CAB EXPRESSION 1"
AT3G05630,1,0.6624839330703584,2082,0.0045509778964588216,0.9999650917215911,5030.5,10473501,2383,static,PDLZ2,PHOSPHOLIPASE D ZETA 2,"PLDP2--phospholipase D P2,   PLDZETA2--PHOSPHOLIPASE D ZETA 2"
AT3G07040,1,0.6623928049033688,2083,0.00860608362273233,0.9999650917215911,5030.5,10478531.5,2384,static,RPM1,RESISTANCE TO P. SYRINGAE PV MACULICOLA 1,RPS3--RESISTANCE TO PSEUDOMONAS SYRINGAE 3
AT3G60220,3,0.6623374482239778,2084,-0.0024323108918306666,0.9999650917215911,5030.5,10483562,2385,static,ATL4,TOXICOS EN LEVADURA 4,TL4--TOXICOS EN LEVADURA 4
AT3G13435,2,0.6621843080060543,2085,8.002343770453271e-4,0.9999650917215911,5030.5,10488592.5,2386,static,NA,NA,NA
AT5G08350,2,1.1777784939099984,901,-0.03999195226748481,NA,11644,10491244,2387,static,NA,NA,NA
AT4G18060,1,0.662140492346336,2086,-1.758482017682839e-4,0.9999650917215911,5030.5,10493623,2388,static,SH3P3,SH3 domain-containing protein 3,NA
AT3G55430,1,0.6618945167221715,2087,0.0014875483330154384,0.9999650917215911,5030.5,10498653.5,2389,static,NA,NA,NA
AT3G09185,1,0.661528880914264,2088,0.005726705445371249,0.9999650917215911,5030.5,10503684,2390,static,NA,NA,NA
AT2G09360,1,1.177113571396066,903,0,NA,11644,10514532,2391,static,NA,NA,NA
AT5G51451,2,0.660730011312203,2091,-0.002712201711475572,0.9999650917215911,5030.5,10518775.5,2392,static,CLEL7,CLE-like7,"GLV10--GOLVEN 10,   RGF5--root meristem growth factor 5"
AT4G21445,4,0.660326527634002,2092,0.0010492956966331112,0.9999650917215911,5030.5,10523806,2393,static,CRR9,CHLORORESPIRATORY REDUCTION 9,NA
AT1G18580,3,0.6598257063399323,2093,0.010368584273598654,0.9999650917215911,5030.5,10528836.5,2394,static,GAUT11,galacturonosyltransferase 11,NA
AT2G47070,2,0.65913376054548,2094,-6.490130894482706e-4,0.9999650917215911,5030.5,10533867,2395,static,SPL1,squamosa promoter binding protein-like 1,NA
AT3G05835,4,1.1759167439435079,905,0.014983560250336972,NA,11644,10537820,2396,static,NA,NA,NA
AT1G26911,4,0.6591015429255452,2095,0.006224112660555965,0.9999650917215911,5030.5,10538897.5,2397,static,NA,NA,NA
AT4G25010,2,0.0071073077495758304,9244,0.0507831621114955,0.9928316541274951,1140.5,10542782,2398,static,AtSWEET14,NA,SWEET14--NA
AT3G14680,1,0.0017310180821064557,11033,-0.05799260978991889,0.7011205553345701,956,10547548,2399,static,CYP72A14,"cytochrome P450, family 72, subfamily A, polypeptide 14",NA
AT5G53540,1,0.6586250638126516,2097,7.257729492618824e-4,0.9999650917215911,5030.5,10548958.5,2400,static,APP1,NA,NA
AT3G55440,1,0.6582343516885736,2099,4.429461214021609e-4,0.9999650917215911,5030.5,10559019.5,2401,static,ATCTIMC,CYTOSOLIC TRIOSE PHOSPHATE ISOMERASE,"CYTOTPI--CYTOSOLIC ISOFORM TRIOSE PHOSPHATE ISOMERASE,   TPI--triosephosphate isomerase"
AT1G76090,1,0.658112574169368,2100,-4.4627646222827704e-4,0.9999650917215911,5030.5,10564050,2402,static,SMT3,sterol methyltransferase 3,NA
AT1G75490,1,0.0026816769127254274,10539,-0.018033377044122344,0.7834088933581128,1002.5,10565347.5,2403,static,NA,NA,NA
AT3G04160,3,0.6572127710367158,2103,-2.787765656307069e-4,0.9999650917215911,5030.5,10579141.5,2404,static,NA,NA,NA
AT4G37435,1,1.1728330134756861,909,-0.0027827589881506956,NA,11644,10584396,2405,static,NA,NA,NA
AT1G72460,3,0.6558132926891713,2105,-0.010226244669694094,0.9999650917215911,5030.5,10589202.5,2406,static,PRK8,NA,NA
AT4G25350,1,0.6554028445921743,2106,0.008515432927077704,0.9999650917215911,5030.5,10594233,2407,static,SHB1,SHORT HYPOCOTYL UNDER BLUE1,NA
AT5G46050,2,0.6553846297879313,2107,-0.006717883284574345,0.9999650917215911,5030.5,10599263.5,2408,static,AtNPF5.2,NA,"ATPTR3--ARABIDOPSIS THALIANA PEPTIDE TRANSPORTER 3,   NPF5.2--NRT1/ PTR family 5.2,   PTR3--peptide transporter 3"
AT1G32690,1,0.0011402872393704556,11428,-0.020569747591278838,0.6678429663786081,928,10605184,2409,static,NA,NA,NA
AT3G02420,1,0.6551976515193176,2109,6.566770054648288e-4,0.9999650917215911,5030.5,10609324.5,2410,static,NA,NA,NA
AT1G02880,2,0.6547953272994496,2110,0.0015607464472909228,0.9999650917215911,5030.5,10614355,2411,static,TPK1,thiamin pyrophosphokinase1,NA
AT4G01960,2,0.6541462891557753,2111,1.1059802101702429e-5,0.9999650917215911,5030.5,10619385.5,2412,static,NA,NA,NA
AT1G22160,2,0.004782668648449591,9809,0.020526534946767278,0.895540108031952,1083,10623147,2413,static,NA,NA,NA
AT3G46930,1,0.653284700294839,2113,0.0029650203340116973,0.9999650917215911,5030.5,10629446.5,2414,static,Raf43,Raf-Like Mitogen-Activated Protein Kinase Kinase Kinase 43,NA
AT1G27950,1,0.6530515280220076,2115,-1.3667606267231495e-4,0.9999650917215911,5030.5,10639507.5,2415,static,LTPG1,glycosylphosphatidylinositol-anchored lipid protein transfer 1,NA
AT3G54510,1,0.6519832694829278,2117,0.02908944849804476,0.9999650917215911,5030.5,10649568.5,2416,static,NA,NA,NA
AT1G09980,1,0.6512032483167222,2118,4.59637060638243e-4,0.9999650917215911,5030.5,10654599,2417,static,NA,NA,NA
AT4G00300,3,0.6499320896682335,2119,0.0018125954891595744,0.9999650917215911,5030.5,10659629.5,2418,static,NA,NA,NA
AT3G23170,1,0.6498118574605078,2120,0.003907302228755897,0.9999650917215911,5030.5,10664660,2419,static,PRP,Proline/serine-Rich Protein,NA
AT2G28460,1,0.6493423883427427,2122,-3.021509028822038e-5,0.9999650917215911,5030.5,10674721,2420,static,NA,NA,NA
AT4G33430,3,0.6487840433147994,2123,0.002599504761359011,0.9999650917215911,5030.5,10679751.5,2421,static,ATBAK1,NA,"ATSERK3--SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3,   BAK1--BRI1-associated receptor kinase,   ELG--ELONGATED,   RKS10--RECEPTOR KINASES LIKE SERK 10,   SERK3--SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE 3"
AT5G15650,1,0.6477408479455081,2125,1.1551037778403716e-4,0.9999650917215911,5030.5,10689812.5,2422,static,ATRGP2,REVERSIBLY GLYCOSYLATED POLYPEPTIDE 2,"MUR5--MURUS 5,   RGP2--reversibly glycosylated polypeptide 2"
AT2G23810,1,0.6472178332530334,2127,-4.0470140024372546e-4,0.9999650917215911,5030.5,10699873.5,2423,static,TET8,tetraspanin8,NA
AT3G14760,1,0.6471151697027642,2129,8.360595727404804e-4,0.9999650917215911,5030.5,10709934.5,2424,static,NA,NA,NA
AT2G45670,2,0.6456953111744486,2131,-0.001080038462253326,0.9999650917215911,5030.5,10719995.5,2425,static,AtLPEAT2,NA,LPEAT2--LYSOPHOSPHATIDYLETHANOLAMINE ACYLTRANSFERASE2
AT4G04965,2,1.1670135320275072,921,0.013162939835298083,NA,11644,10724124,2426,static,NA,NA,NA
AT5G62420,1,0.6456669734080861,2132,0.017993774083502664,0.9999650917215911,5030.5,10725026,2427,static,NA,NA,NA
AT1G69252,3,0.6447233636267946,2134,-6.359834387109899e-4,0.9999650917215911,5030.5,10735087,2428,static,NA,NA,NA
AT1G06607,1,0.6442144835894597,2135,0.015000238387407697,0.9999650917215911,5030.5,10740117.5,2429,static,NA,NA,NA
AT1G09457,2,0.6429956870244992,2136,-0.020455710112917785,0.9999650917215911,5030.5,10745148,2430,static,NA,NA,NA
AT2G46330,2,0.6411215951177064,2139,0.003092569630413205,0.9999650917215911,5030.5,10760239.5,2431,static,AGP16,arabinogalactan protein 16,ATAGP16--NA
AT4G33240,1,0.639882669060849,2141,0.0023814085732357226,0.9999650917215911,5030.5,10770300.5,2432,static,FAB1A,FORMS APLOID AND BINUCLEATE CELLS 1A,NA
AT4G07245,3,1.1660044811783603,925,0,NA,11644,10770700,2433,static,NA,NA,NA
AT1G19800,1,0.6397229214810467,2142,3.8508579051733303e-4,0.9999650917215911,5030.5,10775331,2434,static,ABCI14,ATP-binding cassette I14,TGD1--trigalactosyldiacylglycerol 1
